X	Filing Date	Trade Date	Ticker	Company Name	Insider Name	Title	Trade Type	Price	Qty	Owned	ΔOwn	Value	1d	1w	1m	6m
	2024-10-31 11:02:27	2024-10-30	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,124.01	+12	1,138,313	0%	+$13,488				
M	2024-10-31 09:00:09	2024-10-29	GMGI	Golden Matrix Group, Inc.	Milovanovic Aleksandar	Member of 10% Reporting Group, 10%	P - Purchase	$2.41	+34,059	77,437,970	0%	+$82,086				
	2024-10-31 07:15:45	2024-10-29	MTDR	Matador Resources Co	Ehrman Monika U	Dir	P - Purchase	$50.92	+305	36,087	+1%	+$15,531				
D	2024-10-30 18:12:25	2024-10-28	SEPN	Septerna, Inc.	Ra Capital Management, L.P.	Dir, 10%	P - Purchase	$18.00	+4,170,000	1,471,943	-155%	+$75,060,000				
D	2024-10-30 17:50:51	2024-10-29	IVCRQ	Invacare Holdings Corp	Endurant Capital Management LP	10%	P - Purchase	$0.00	+2,431,075	2,431,075	New	+$0				
D	2024-10-30 17:45:33	2024-10-29	IVCRQ	Invacare Holdings Corp	Dg Capital Management, LLC	10%	P - Purchase	$0.00	+1,408,002	1,408,002	New	+$0				
D	2024-10-30 17:45:16	2024-10-29	IVCRQ	Invacare Holdings Corp	Silverback Asset Management LLC	10%	P - Purchase	$0.00	+912,980	912,980	New	+$0				
	2024-10-30 17:43:11	2024-10-30	CROX	Crocs, Inc.	Replogle John B	Dir	P - Purchase	$112.60	+2,240	9,304	+32%	+$252,222				
M	2024-10-30 17:43:07	2024-10-29	SCKT	Socket Mobile, Inc.	Bass Charlie	Dir, 10%	P - Purchase	$1.08	+10,000	1,486,651	+1%	+$10,831				
	2024-10-30 17:42:23	2024-10-25	JOE	St Joe Co	Gonzalez Jorge Luis	Pres,  CEO, COB	P - Purchase	$53.05	+1,695	60,093	+3%	+$89,920				
D	2024-10-30 17:38:51	2024-10-29	IVCRQ	Invacare Holdings Corp	Tenor Capital Management Co., L.P.	10%	P - Purchase	$0.00	+713,698	713,698	New	+$0				
	2024-10-30 17:29:19	2024-10-29	BWB	Bridgewater Bancshares Inc	Crocker Mary Jayne	EVP, CHIEF STRATEGY OFFICER	P - Purchase	$20.90	+330	5,105	+7%	+$6,897				
M	2024-10-30 16:52:34	2024-10-28	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.62	+26,500	9,092,376	0%	+$175,338				
	2024-10-30 16:17:28	2024-10-28	MNPR	Monopar Therapeutics	Radhakrishnan Karthik	CFO	P - Purchase	$16.25	+1,550	1,550	New	+$25,188				
M	2024-10-30 16:13:43	2024-10-28	FBK	Fb Financial Corp	Ayers James W.	10%	P - Purchase	$50.02	+4,000	10,906,341	0%	+$200,060				
	2024-10-30 16:06:33	2024-10-28	BFH	Bread Financial Holdings, Inc.	Fawcett John J.	Dir	P - Purchase	$51.02	+1,000	6,473	+18%	+$51,020				
M	2024-10-30 16:05:13	2024-10-28	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$29.97	+389,000	25,340,498	+2%	+$11,657,328				
	2024-10-30 16:02:02	2024-10-29	TBBK	Bancorp, Inc.	Brockman Todd J.	Dir	P - Purchase	$49.94	+4,517	4,517	New	+$225,574				
	2024-10-30 16:01:37	2024-10-29	TBBK	Bancorp, Inc.	Tryniski Mark E	Dir	P - Purchase	$50.36	+5,000	10,105	+98%	+$251,803				
M	2024-10-30 13:02:19	2024-10-25	SKYH	Sky Harbour Group Corp	Rozek Alexander Buffett	Dir	P - Purchase	$9.50	+105,264	564,707	+23%	+$1,000,008				
	2024-10-30 11:16:36	2024-10-29	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,091.07	+12	1,138,301	0%	+$13,093				
	2024-10-30 10:55:00	2024-10-28	NXL	Nexalin Technology, Inc.	Owens David	Chief Medical Officer	P - Purchase	$2.19	+500	148,293	0%	+$1,095				
	2024-10-30 08:47:08	2024-10-29	BHRB	Burke & Herbert Financial Services Corp.	Anderson Mark Guthrie	Dir	P - Purchase	$64.20	+1,200	19,400	+7%	+$77,035				
	2024-10-29 19:10:22	2024-10-25	PMT	Pennymac Mortgage Investment Trust	Lynch Catherine A.	Dir	P - Purchase	$13.81	+838	37,632	+2%	+$11,572				
	2024-10-29 18:59:31	2024-10-29	SCLX	Scilex Holding Co	Shah Jaisim	See Remarks	P - Purchase	$0.99	+32,000	265,215	+14%	+$31,670				
M	2024-10-29 18:22:46	2024-08-12	DFCO	Dalrada Financial Corp	Bonar Brian	CEO	P - Purchase	$0.14	+62,977	6,330,925	+1%	+$8,696				
M	2024-10-29 17:22:11	2024-10-25	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 3,8,12,13,14, 10%	P - Purchase	$74.29	+10,438	747,143	+1%	+$775,444				
	2024-10-29 16:41:06	2024-10-29	TBBK	Bancorp, Inc.	Cohn Matthew	Dir	P - Purchase	$50.02	+1,065	222,369	0%	+$53,270				
M	2024-10-29 16:36:56	2024-10-25	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	$15.37	+82,264	1,582,102	+5%	+$1,264,636				
	2024-10-29 16:33:05	2024-10-25	AAP	Advance Auto Parts Inc	Jones Jeffrey J II	Dir	P - Purchase	$36.74	+69	11,874	+1%	+$2,545				
	2024-10-29 16:30:52	2024-10-25	INGM	Ingram Micro Holding Corp	Cook Christian B	Dir	P - Purchase	$22.00	+46,000	46,000	New	+$1,012,000				
	2024-10-29 16:30:22	2024-10-25	INGM	Ingram Micro Holding Corp	Sigler Mary Ann	Dir	P - Purchase	$22.00	+7,500	7,500	New	+$165,000				
M	2024-10-29 16:24:59	2024-10-28	RMCF	Rocky Mountain Chocolate Factory, Inc.	Geygan Jeffrey Richart	Interim CEO, 10%	P - Purchase	$2.90	+48,307	1,886,950	+3%	+$140,136				
M	2024-10-29 16:24:26	2024-10-28	RMCF	Rocky Mountain Chocolate Factory, Inc.	Global Value Investment Corp.	10%	P - Purchase	$2.90	+48,307	1,886,950	+3%	+$140,136				
	2024-10-29 16:22:37	2024-10-25	ORRF	Orrstown Financial Services Inc	Joiner Cindy Jeannette	Dir	P - Purchase	$37.83	+221	22,063	+1%	+$8,360				
	2024-10-29 14:45:55	2024-10-28	BUSE	First Busey Corp /nv/	Phillips Scott A.	Principal Accounting Officer	P - Purchase	$24.50	+41	9,950	0%	+$1,017				
D	2024-10-29 12:46:35	2024-10-25	AHNR	Athena Gold Corp	Power John C /Ca/	Pres, CEO, 10%	P - Purchase	$0.04	+590,000	24,126,477	+3%	+$21,240				
D	2024-10-29 12:45:55	2024-10-25	AHNR	Athena Gold Corp	Gibbs John D	10%	P - Purchase	$0.04	+4,000,000	73,141,978	+6%	+$144,000				
	2024-10-29 11:31:17	2024-10-28	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,076.88	+12	1,138,289	0%	+$12,923				
	2024-10-29 10:19:48	2024-10-29	WGO	Winnebago Industries Inc	Happe Michael J	Pres, CEO	P - Purchase	$55.52	+2,500	285,953	+1%	+$138,800				
	2024-10-29 09:40:50	2023-08-15	HRL	Hormel Foods Corp /de/	Kuehneman Paul R	VP, CONTROLLER	P - Purchase	$40.66	+108	16,921	+1%	+$4,391				
	2024-10-29 09:35:04	2024-10-25	ATLO	Ames National Corp	Clausen Justin C	CFO	P - Purchase	$16.70	+210	871	+32%	+$3,507				
	2024-10-29 09:27:21	2024-10-25	ATLO	Ames National Corp	Nelson John Patrick	Pres	P - Purchase	$16.70	+1,198	36,030	+3%	+$20,007				
	2024-10-29 06:45:27	2024-10-28	BYON	Beyond, Inc.	Lemonis Marcus	Exec COB	P - Purchase	$7.00	+71,428	436,958	+20%	+$499,996				
	2024-10-28 20:35:45	2024-10-24	PSQH	Psq Holdings, Inc.	Loeffler Kelly Lynn	Dir	P - Purchase	$2.70	+1,203,704	1,203,704	New	+$3,250,001				
M	2024-10-28 18:59:56	2024-10-24	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	$6.73	+467,213	5,156,337	+10%	+$3,142,515				
	2024-10-28 18:53:11	2024-10-24	AESI	Atlas Energy Solutions Inc.	Shepard Gregory M	Member of 10% Owner Group	P - Purchase	$19.55	+23,300	7,540,306	0%	+$455,515				
	2024-10-28 17:33:58	2024-09-30	BUSE	First Busey Corp /nv/	Phillips Scott A.	Principal Accounting Officer	P - Purchase	$20.22	+321	9,908	+3%	+$6,498				
	2024-10-28 17:32:18	2024-09-30	BUSE	First Busey Corp /nv/	Randolph Amy L	Chief of Staff	P - Purchase	$20.22	+198	102,257	0%	+$4,014				
	2024-10-28 17:30:58	2024-07-30	BUSE	First Busey Corp /nv/	Powers John Joseph	EVP, GC	P - Purchase	$28.19	+131	126,472	0%	+$3,705				
M	2024-10-28 17:30:13	2024-07-30	BUSE	First Busey Corp /nv/	Dukeman Van A	Pres, CEO	P - Purchase	$24.76	+200	417,744	0%	+$4,962				
	2024-10-28 17:28:54	2024-07-30	BUSE	First Busey Corp /nv/	Lykins Gregory B	Dir	P - Purchase	$28.19	+89	286,133	0%	+$2,503				
	2024-10-28 17:27:52	2024-07-30	BUSE	First Busey Corp /nv/	Jones Jeffrey David	EVP, CFO	P - Purchase	$28.19	+55	99,929	0%	+$1,555				
M	2024-10-28 17:26:12	2024-07-30	BUSE	First Busey Corp /nv/	Bowe Monica L	EVP Chief Risk Officer	P - Purchase	$22.48	+77	51,350	0%	+$1,725				
	2024-10-28 17:23:19	2024-10-24	RRC	Range Resources Corp	Griffie Charles G.	Dir	P - Purchase	$31.46	+1,275	11,331	+13%	+$40,112				
	2024-10-28 17:18:29	2024-08-07	PIRS	Pieris Pharmaceuticals, Inc.	Geraghty James A	Dir	P - Purchase	$1.00	+1	1	New	+$1				
	2024-10-28 17:13:24	2024-10-25	CSGP	Costar Group, Inc.	Florance Andrew C	Pres, CEO	P - Purchase	$74.67	+14,731	1,263,098	+1%	+$1,099,966				
D	2024-10-28 16:53:56	2024-10-28	SEPN	Septerna, Inc.	Third Rock Ventures V, L.P.	10%	P - Purchase	$18.00	+650,000	9,368,047	+7%	+$11,700,000				
	2024-10-28 16:23:49	2024-10-28	RDGL	Vivos Inc	Korenko Michael K	CEO, Pres	P - Purchase	$0.14	+50,000	10,435,090	0%	+$7,080				
	2024-10-28 16:05:04	2024-10-25	CDXS	Codexis, Inc.	Opaleye Management Inc.	10%	P - Purchase	$2.91	+25,000	8,545,000	0%	+$72,720				
	2024-10-28 14:51:08	2024-10-28	WGO	Winnebago Industries Inc	Fisher William C.	Dir	P - Purchase	$54.81	+2,000	32,267	+7%	+$109,620				
	2024-10-28 10:58:04	2024-10-25	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,098.61	+12	1,138,277	0%	+$13,183				
	2024-10-28 09:47:46	2024-10-25	CSBB	Csb Bancorp, Inc.	Steiner Eddie L	Pres, CEO	P - Purchase	$37.50	+600	59,695	+1%	+$22,500				
	2024-10-28 09:00:09	2024-10-24	LOGI	Logitech International S.A.	Gecht Guy	Dir	P - Purchase	$81.12	+2,500	18,503	+16%	+$202,800				
	2024-10-28 06:46:24	2024-10-27	BYON	Beyond, Inc.	Lemonis Marcus	Exec COB	P - Purchase	$6.37	+156,985	365,530	+75%	+$999,994				
D	2024-10-25 21:53:40	2024-10-23	ALDF	Aldel Financial II Inc.	Kauffman Robert I	CEO, 10%	P - Purchase	$0.00	+477,500	477,500	New	+$0				
D	2024-10-25 21:53:35	2024-10-23	ALDF	Aldel Financial II Inc.	Aldel Investors II LLC	10%	P - Purchase	$0.00	+477,500	477,500	New	+$0				
M	2024-10-25 17:25:25	2024-10-23	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$31.85	+487,100	24,951,498	+2%	+$15,513,108				
M	2024-10-25 17:24:00	2024-10-23	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.60	+29,000	9,065,876	0%	+$191,302				
M	2024-10-25 17:19:27	2024-10-23	FBK	Fb Financial Corp	Ayers James W.	10%	P - Purchase	$48.24	+6,000	10,902,341	0%	+$289,460				
	2024-10-25 17:00:28	2024-10-23	SNDA	Sonida Senior Living, Inc.	Simanovsky Michael	Dir, 10%	P - Purchase	$24.75	+127,218	9,222,542	+1%	+$3,148,646				
	2024-10-25 16:55:31	2024-10-25	ATLO	Ames National Corp	Bauer Scott T	President of Subsidiary bank	P - Purchase	$16.72	+200	3,789	+6%	+$3,345				
	2024-10-25 16:50:34	2024-10-25	ATLO	Ames National Corp	Putzier Jeffrey K	President of Subsidiary Bank	P - Purchase	$16.93	+200	3,627	+6%	+$3,386				
	2024-10-25 16:48:00	2024-10-25	GCBC	Greene County Bancorp Inc	Barzee Nick	SVP, CFO	P - Purchase	$28.57	+892	1,086	+460%	+$25,489				
	2024-10-25 16:47:48	2024-10-25	INGM	Ingram Micro Holding Corp	Monie Alain	Dir	P - Purchase	$22.00	+227,000	1,335,793	+20%	+$4,994,000				
	2024-10-25 16:46:10	2024-10-25	INGM	Ingram Micro Holding Corp	Hornstein Carolyn	SVP, Controller, CAO	P - Purchase	$22.00	+10,000	24,968	+67%	+$220,000				
	2024-10-25 16:45:34	2024-10-25	ATLO	Ames National Corp	Thomas Robert A	President of subsidiary bank	P - Purchase	$17.51	+200	2,100	+11%	+$3,502				
	2024-10-25 16:44:18	2024-10-25	INGM	Ingram Micro Holding Corp	Sherman Scott D	EVP, HR	P - Purchase	$22.00	+9,100	207,021	+5%	+$200,200				
	2024-10-25 16:39:58	2024-10-25	INGM	Ingram Micro Holding Corp	Zilis Michael	EVP, CFO	P - Purchase	$22.00	+28,250	266,311	+12%	+$621,500				
	2024-10-25 16:37:19	2024-10-25	INGM	Ingram Micro Holding Corp	Bay Paul D	CEO	P - Purchase	$22.00	+45,500	409,763	+12%	+$1,001,000				
M	2024-10-25 16:36:22	2024-10-23	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	$14.23	+75,548	1,499,838	+5%	+$1,074,720				
M	2024-10-25 16:30:03	2020-12-11	VTRS	Viatris Inc	Korman Harry	Dir	P - Purchase	$13.91	+4,403	94,960	+5%	+$61,252				
	2024-10-25 16:22:01	2024-10-24	MCB	Metropolitan Bank Holding Corp.	Pamula Chaya	Dir	P - Purchase	$54.29	+450	6,513	+7%	+$24,429				
	2024-10-25 16:18:51	2024-10-25	ATLO	Ames National Corp	Hagan Patrick G	Dir	P - Purchase	$16.75	+330	8,000	+4%	+$5,528				
D	2024-10-25 16:08:06	2024-10-23	ROLR	High Roller Technologies, Inc.	Cribari Michael	Dir, 10%	P - Purchase	$8.00	+31,250	3,351,033	+1%	+$250,000				
D	2024-10-25 16:07:19	2024-10-23	ROLR	High Roller Technologies, Inc.	Clemes Benjamin Michael	CEO	P - Purchase	$8.00	+6,250	61,353	+11%	+$50,000				
D	2024-10-25 16:06:50	2024-10-23	ROLR	High Roller Technologies, Inc.	Bradtke Daniel Waldemar	Dir	P - Purchase	$8.00	+2,500	119,305	+2%	+$20,000				
D	2024-10-25 16:06:17	2024-10-23	ROLR	High Roller Technologies, Inc.	Oeh Invest Ab	10%	P - Purchase	$8.00	+50,000	3,369,783	+2%	+$400,000				
D	2024-10-25 16:05:48	2024-10-23	ROLR	High Roller Technologies, Inc.	Eachus Brandon Christopher	Dir, 10%	P - Purchase	$8.00	+31,250	3,351,033	+1%	+$250,000				
	2024-10-25 16:05:24	2024-10-23	ETON	Eton Pharmaceuticals, Inc.	Opaleye Management Inc.	10%	P - Purchase	$7.98	+10,000	2,770,000	0%	+$79,814				
AM	2024-10-25 16:00:05	2024-10-22	RMCF	Rocky Mountain Chocolate Factory, Inc.	Geygan Jeffrey Richart	Interim CEO, 10%	P - Purchase	$2.66	+508,054	1,822,766	+39%	+$1,352,749				
AM	2024-10-25 16:00:04	2024-10-22	RMCF	Rocky Mountain Chocolate Factory, Inc.	Global Value Investment Corp.	10%	P - Purchase	$2.66	+508,054	1,822,766	+39%	+$1,352,749				
M	2024-10-25 15:50:13	2024-10-24	CBKM	Consumers Bancorp Inc /oh/	Parkinson John W	Dir	P - Purchase	$18.69	+710	22,712	+3%	+$13,273				
A	2024-10-25 15:18:18	2024-10-24	CBKM	Consumers Bancorp Inc /oh/	Lober Ralph J II	CEO, Pres	P - Purchase	$18.88	+500	67,071	+1%	+$9,438				
	2024-10-25 14:08:30	2024-10-24	RVP	Retractable Technologies Inc	Shaw Thomas J	Pres, CEO, 10%	P - Purchase	$0.72	+11,441	15,637,835	0%	+$8,180				
	2024-10-25 12:29:56	2024-10-24	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,089.64	+12	1,138,265	0%	+$13,076				
	2024-10-25 08:55:51	2024-10-24	NSC	Norfolk Southern Corp	Fahmy Sameh	Dir	P - Purchase	$255.00	+1,000	10,000	+11%	+$255,000				
	2024-10-25 08:55:49	2024-10-24	NSC	Norfolk Southern Corp	Anderson Richard H	Dir	P - Purchase	$257.85	+1,000	4,000	+33%	+$257,850				
M	2024-10-24 20:50:57	2024-10-22	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 3,12,20,21,22, 10%	P - Purchase	$71.06	+12,858	744,542	+2%	+$913,648				
D	2024-10-24 20:36:28	2024-10-22	FPH	Five Point Holdings, LLC	Levinson Sam	Dir	P - Purchase	$3.15	+3,283,024	6,229,971	+111%	+$10,341,526				
	2024-10-24 19:01:13	2024-10-24	SNYR	Synergy Chc Corp.	Ross Jack	CEO, COB, 10%	P - Purchase	$9.00	+300,000	4,711,757	+7%	+$2,700,000				
	2024-10-24 17:04:11	2024-10-22	TECX	Tectonic Therapeutic, Inc.	Springer Timothy A	Dir, 10%	P - Purchase	$33.59	+300,000	4,593,121	+7%	+$10,077,000				
M	2024-10-24 17:00:05	2024-10-22	RMCF	Rocky Mountain Chocolate Factory, Inc.	Global Value Investment Corp.	10%	P - Purchase	$2.66	+508,054	1,824,936	+39%	+$1,352,749				
M	2024-10-24 17:00:03	2024-10-22	RMCF	Rocky Mountain Chocolate Factory, Inc.	Geygan Jeffrey Richart	Interim CEO, 10%	P - Purchase	$2.66	+508,054	1,824,936	+39%	+$1,352,749				
	2024-10-24 16:50:32	2024-10-22	EDUC	Educational Development Corp	Emerson Amy	Dir	P - Purchase	$2.04	+2,000	2,000	New	+$4,080				
D	2024-10-24 16:35:41	2024-10-22	UPBD	Upbound Group, Inc.	Brown Jeffrey J	Dir	P - Purchase	$29.25	+1,065	85,234	+1%	+$31,151				
	2024-10-24 16:31:09	2024-10-24	CBKM	Consumers Bancorp Inc /oh/	Williams Derek G	SVP, Retail Operations, Sales	P - Purchase	$18.75	+100	12,226	+1%	+$1,875				
	2024-10-24 16:29:50	2024-10-22	SNV	Synovus Financial Corp	Dierdorff Thomas T	EVP, Corp., Inv. Banking	P - Purchase	$48.86	+1,841	14,833	+14%	+$89,951				
	2024-10-24 16:27:58	2024-10-24	PLBC	Plumas Bancorp	Belstock Richard L	EVP, CFO	P - Purchase	$42.70	+300	60,678	0%	+$12,810				
	2024-10-24 16:26:40	2024-10-24	TELA	Tela Bio, Inc.	Cuca Roberto	COO, CFO	P - Purchase	$2.25	+64,444	155,388	+71%	+$144,999				
	2024-10-24 16:25:59	2024-10-24	TELA	Tela Bio, Inc.	Talmo Paul	CTO	P - Purchase	$2.25	+22,222	91,082	+32%	+$50,000				
	2024-10-24 16:25:31	2024-10-24	TELA	Tela Bio, Inc.	Koblish Antony	CEO	P - Purchase	$2.25	+88,888	458,897	+24%	+$199,998				
	2024-10-24 16:24:50	2024-10-24	TELA	Tela Bio, Inc.	Firestone Gregory A.	Chief Commercial Officer	P - Purchase	$2.25	+6,666	57,279	+13%	+$14,999				
	2024-10-24 16:20:11	2024-10-24	CBKM	Consumers Bancorp Inc /oh/	Dodds Scott E	EVP, Senior Loan Officer	P - Purchase	$18.90	+100	15,839	+1%	+$1,890				
	2024-10-24 16:15:27	2024-10-23	LGCY	Legacy Education Inc.	Derose Robert	10%	P - Purchase	$5.40	+2,500	1,185,844	0%	+$13,500				
	2024-10-24 16:10:43	2024-10-24	CBKM	Consumers Bancorp Inc /oh/	Lober Ralph J II	CEO, Pres	P - Purchase	$185.22	+500	67,071	+1%	+$92,610				
DM	2024-10-24 15:38:53	2024-06-25	TFSL	Tfs Financial Corp	Weir Daniel F	Dir	P - Purchase	$12.96	+1,059	35,089	+3%	+$13,727				
	2024-10-24 12:14:32	2024-10-23	RVP	Retractable Technologies Inc	Shaw Thomas J	Pres, CEO, 10%	P - Purchase	$0.74	+21,142	15,626,394	0%	+$15,662				
	2024-10-24 11:24:41	2024-08-05	PNW	Pinnacle West Capital Corp	Flanagan Susan T.	Dir	P - Purchase	$86.54	+500	750	+200%	+$43,270				
	2024-10-24 11:18:07	2024-09-10	WOLV	Wolverine Resources Corp.	Bowins Donald Kenneth	Dir	P - Purchase	$0.02	+3,800,000	5,930,000	+178%	+$69,160				
	2024-10-24 11:16:47	2024-09-10	WOLV	Wolverine Resources Corp.	Dyer Slade	Dir	P - Purchase	$0.02	+2,000,000	3,190,000	+168%	+$36,400				
	2024-10-24 10:56:46	2024-10-23	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,084.40	+12	1,138,253	0%	+$13,013				
	2024-10-24 08:30:13	2024-10-23	APRE	Aprea Therapeutics, Inc.	Gilad Oren	Pres, CEO	P - Purchase	$3.92	+500	335,195	0%	+$1,958				
	2024-10-24 08:22:26	2024-10-23	MAN	Manpowergroup Inc.	McGinnis John T	EVP, CFO	P - Purchase	$62.28	+8,000	70,639	+13%	+$498,240				
	2024-10-24 07:54:02	2024-10-23	ETST	Earth Science Tech, Inc.	Sanchez Yovan Arturo	Dir	P - Purchase	$0.14	+50,000	1,250,000	+4%	+$7,000				
M	2024-10-23 20:52:41	2024-10-21	VERB	Verb Technology Company, Inc.	Corsair Capital Management, L.P.	10%	P - Purchase	$10.63	+39,700	111,074	+56%	+$422,198				
D	2024-10-23 19:53:27	2024-10-21	IKT	Inhibikase Therapeutics, Inc.	Bellini Roberto	Dir	P - Purchase	$1.37	+1,460,000	1,460,000	New	+$2,000,200				
	2024-10-23 19:50:27	2024-10-23	EDUC	Educational Development Corp	White Craig M	CEO	P - Purchase	$0.00	+10,862	612,221	+2%	+$0				
D	2024-10-23 19:49:49	2024-10-21	IKT	Inhibikase Therapeutics, Inc.	Kush Arvind	Dir	P - Purchase	$1.37	+145,000	145,000	New	+$198,650				
	2024-10-23 19:49:33	2024-10-23	EDUC	Educational Development Corp	O Keefe Daniel E	CFO	P - Purchase	$0.00	+10,459	172,624	+6%	+$0				
	2024-10-23 19:48:48	2024-10-23	EDUC	Educational Development Corp	Cobb Heather N.	CHIEF SALES, MARKETING OFFICER	P - Purchase	$0.00	+7,644	153,652	+5%	+$0				
D	2024-10-23 19:43:35	2024-10-21	IKT	Inhibikase Therapeutics, Inc.	Munshi Amit	Dir	P - Purchase	$1.37	+365,000	365,000	New	+$500,050				
M	2024-10-23 19:34:33	2023-12-08	CREX	Creative Realities, Inc.	Lytton Laurence W	10%	P - Purchase	$1.90	+11,000	1,037,404	+1%	+$20,922				
