X	Filing Date	Trade Date	Ticker	Company Name	Insider Name	Title	Trade Type	Price	Qty	Owned	ΔOwn	Value	1d	1w	1m	6m
	2024-10-15 18:44:42	2024-10-14	ETST	Earth Science Tech, Inc.	Sanchez Yovan Arturo	Dir	P - Purchase	$0.14	+100,000	1,200,000	+9%	+$14,000				
M	2024-10-15 18:11:16	2024-10-10	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	$6.73	+816,424	3,762,521	+28%	+$5,495,125				
D	2024-10-15 18:00:16	2024-10-15	CAMP	Camp4 Therapeutics Corp	Polaris Management Co. Vii, L.L.C.	10%	P - Purchase	$11.00	+909,090	909,090	New	+$9,999,990				
D	2024-10-15 17:56:35	2024-10-15	CAMP	Camp4 Therapeutics Corp	5Am Partners Vi, LLC	10%	P - Purchase	$11.00	+909,090	2,927,915	+45%	+$9,999,990				
D	2024-10-15 17:49:12	2024-10-15	CAMP	Camp4 Therapeutics Corp	Nashat Amir	Dir, 10%	P - Purchase	$11.00	+909,090	909,090	New	+$9,999,990				
D	2024-10-15 17:48:17	2024-10-15	CAMP	Camp4 Therapeutics Corp	Schwab Andrew J.	Dir, 10%	P - Purchase	$11.00	+909,090	2,625,145	+53%	+$9,999,990				
	2024-10-15 17:05:08	2024-01-30	AXIM	Axim Biotechnologies, Inc.	Valencia Catalina	Pres, Dir, 10%	P - Purchase	$0.00	+1,086,216	28,608,220	+4%	+$0				
	2024-10-15 14:46:42	2024-10-11	UUUU	Energy Fuels Inc	Shumway Logan	VP, Processing Operations	P - Purchase	$5.39	+1,500	91,615	+2%	+$8,085				
	2024-10-15 13:57:04	2024-03-15	FRST	Primis Financial Corp.	Diaz Deborah	Dir	P - Purchase	$12.01	+1,650	16,464	+11%	+$19,812				
M	2024-10-15 12:04:53	2024-10-11	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,034.42	+24	1,138,169	0%	+$24,826				
	2024-10-15 10:32:19	2024-10-10	RVP	Retractable Technologies Inc	Shaw Thomas J	Pres, CEO, 10%	P - Purchase	$0.74	+6,234	15,597,148	0%	+$4,632				
	2024-10-15 09:21:07	2024-10-11	NEOG	Neogen Corp	Adent John Edward	CEO	P - Purchase	$13.80	+14,500	216,477	+7%	+$200,100				
	2024-10-15 08:45:29	2024-10-11	WOR	Worthington Enterprises, Inc.	Hayek Joseph B	EVP, CFO	P - Purchase	$40.21	+2,500	172,518	+1%	+$100,525				
	2024-10-15 08:31:44	2024-10-11	APRE	Aprea Therapeutics, Inc.	Seizinger Bernd R.	Dir	P - Purchase	$2.68	+10,000	44,730	+29%	+$26,800				
M	2024-10-15 08:31:01	2024-10-10	APRE	Aprea Therapeutics, Inc.	Gilad Oren	Pres, CEO	P - Purchase	$2.58	+1,150	334,445	0%	+$2,971				
	2024-10-15 08:30:16	2024-10-10	APRE	Aprea Therapeutics, Inc.	Hamill John P.	SrVP, CFO, Prin Fin, Acct Ofcr	P - Purchase	$2.61	+450	19,318	+2%	+$1,175				
	2024-10-15 08:10:38	2024-10-14	BUKS	Butler National Corp	Daly Joseph Patrick	Dir, 10%	P - Purchase	$1.40	+5,000	8,160,000	0%	+$7,000				
M	2024-10-15 08:00:12	2024-10-11	USEG	Us Energy Corp	Smith Ryan Lewis	CEO	P - Purchase	$1.39	+1,000	883,614	0%	+$1,385				
	2024-10-15 07:17:07	2024-10-10	DKL	Delek Logistics Partners, LP	Soreq Avigal	Pres	P - Purchase	$39.00	+2,563	46,758	+6%	+$99,957				
	2024-10-15 07:15:03	2024-10-10	DKL	Delek Logistics Partners, LP	Spiegel Reuven	EVP, CFO	P - Purchase	$39.00	+1,282	20,223	+7%	+$49,998				
	2024-10-15 07:11:21	2024-10-10	DKL	Delek Logistics Partners, LP	Sakazi Odely	SVP	P - Purchase	$39.00	+128	5,066	+3%	+$4,992				
	2024-10-15 07:08:59	2024-10-10	DKL	Delek Logistics Partners, LP	Israel Joseph	EVP, Operations	P - Purchase	$39.00	+3,076	13,782	+29%	+$119,964				
	2024-10-15 06:45:00	2024-10-11	BATRA	Atlanta Braves Holdings, Inc.	Gabelli Mario J	10%	P - Purchase	$41.50	+352	131,502	0%	+$14,608				
	2024-10-15 06:04:43	2024-10-14	MRVL	Marvell Technology, Inc.	Murphy Matthew J	COB, CEO	P - Purchase	$77.63	+13,000	221,915	+6%	+$1,009,190				
	2024-10-11 21:52:05	2024-10-09	PEGY	Pineapple Energy Inc.	Conroy Jeffrey J.	10%	P - Purchase	$0.11	+333,921	1,860,000	+22%	+$36,063				
	2024-10-11 19:57:13	2024-10-10	BYRN	Byrna Technologies Inc.	Kearnes Laurilee	CFO	P - Purchase	$14.04	+2,000	2,500	+400%	+$28,076				
M	2024-10-11 19:07:17	2024-10-09	SIRI	Sirius Xm Holdings Inc.	Berkshire Hathaway Inc	10%	P - Purchase	$24.33	+3,564,059	108,719,088	+3%	+$86,730,943				
	2024-10-11 17:28:31	2024-10-09	BBWI	Bath & Body Works, Inc.	Boswell Gina	CEO	P - Purchase	$29.64	+6,000	242,987	+3%	+$177,852				
M	2024-10-11 16:52:36	2024-10-09	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.49	+29,200	8,965,876	0%	+$189,409				
A	2024-10-11 13:57:32	2023-06-06	BIOE	Bio Essence Corp	Yan Yin	CEO, 10%	P - Purchase	$0.50	+5,000,000	14,000,000	+56%	+$2,500,000				
AM	2024-10-11 12:00:42	2024-10-08	GATX	Gatx Corp	State Farm Mutual Automobile Insurance Co	10%	P - Purchase	$133.41	+23,706	5,641,782	0%	+$3,162,714				
	2024-10-11 11:38:47	2024-10-10	GATX	Gatx Corp	State Farm Mutual Automobile Insurance Co	10%	P - Purchase	$132.81	+13,840	5,627,942	0%	+$1,838,061				
	2024-10-11 11:22:49	2024-10-11	BUKS	Butler National Corp	Daly Joseph Patrick	Dir, 10%	P - Purchase	$1.40	+4,750	8,155,000	0%	+$6,650				
	2024-10-11 11:10:14	2024-10-10	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$981.78	+12	1,138,145	0%	+$11,781				
M	2024-10-11 08:00:11	2024-10-09	USEG	Us Energy Corp	Smith Ryan Lewis	CEO	P - Purchase	$1.26	+1,000	882,614	0%	+$1,260				
	2024-10-10 20:08:43	2024-10-10	ETST	Earth Science Tech, Inc.	Saumat Giorgio R.	CEO, 10%	P - Purchase	$0.16	+76,371	121,516,682	0%	+$12,072				
M	2024-10-10 19:45:32	2024-10-01	GRAL	Grail, Inc.	Ding Chun R	10%	P - Purchase	$13.00	+78,829	3,644,855	+2%	+$1,024,698				
	2024-10-10 16:33:51	2024-10-08	NUVB	Nuvation Bio Inc.	Mashal Robert	Dir	P - Purchase	$2.20	+100,000	100,000	New	+$220,000				
	2024-10-10 16:15:17	2024-10-08	THAR	Tharimmune, Inc.	Milby Randy	CEO	P - Purchase	$2.09	+2,500	12,934	+24%	+$5,221				
M	2024-10-10 15:33:50	2024-10-08	GATX	Gatx Corp	State Farm Mutual Automobile Insurance Co	10%	P - Purchase	$133.41	+23,706	5,641,782	0%	+$3,162,714				
M	2024-10-10 15:22:57	2024-10-07	ANGO	Angiodynamics Inc	Nighan Warren Jr	SVP Quality, Regulatory	P - Purchase	$6.09	+868	45,877	+2%	+$5,285				
	2024-10-10 15:16:06	2024-10-10	CHCO	City Holding Co	Fisher Robert D	Dir	P - Purchase	$115.02	+172	44,232	0%	+$19,784				
	2024-10-10 15:15:55	2024-10-10	CHCO	City Holding Co	Burton Gregory A	Dir	P - Purchase	$115.02	+113	1,947	+6%	+$12,998				
	2024-10-10 15:15:45	2024-10-10	CHCO	City Holding Co	Strong-Treister Diane W	Dir	P - Purchase	$115.02	+132	4,645	+3%	+$15,183				
	2024-10-10 15:15:35	2024-10-10	CHCO	City Holding Co	Hylton Tracy W II	Dir	P - Purchase	$115.02	+100	70,123	0%	+$11,502				
	2024-10-10 15:15:25	2024-10-10	CHCO	City Holding Co	File W H III	Dir	P - Purchase	$115.02	+137	27,424	+1%	+$15,758				
	2024-10-10 10:53:00	2024-10-09	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$960.66	+12	1,138,133	0%	+$11,528				
	2024-10-09 21:55:07	2023-11-22	ZVIA	Zevia Pbc	Debow Greig P. Jr.	Chief Commercial Officer	P - Purchase	$2.14	+23,455	44,951	+109%	+$50,236				
M	2024-10-09 21:10:27	2024-10-07	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 3,8,11,12,13, 10%	P - Purchase	$62.34	+6,794	741,342	+1%	+$423,546				
M	2024-10-09 18:13:26	2024-10-07	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	$6.75	+183,576	2,946,097	+7%	+$1,238,322				
	2024-10-09 17:42:46	2024-09-30	PGY	Pagaya Technologies Ltd.	Yulzari Yahav	Chief Business Officer	P - Purchase	$10.52	+23,600	311,637	+8%	+$248,171				
M	2024-10-09 16:30:23	2022-01-19	NXDT	Nexpoint Diversified Real Estate Trust	Dondero James D	See Remarks, 10%	P - Purchase	$13.98	+11,100	8,673,898	0%	+$155,129				
D	2024-10-09 16:30:03	2024-10-07	PLAY	Dave & Buster'S Entertainment, Inc.	Morris Christopher Daniel	CEO	P - Purchase	$33.68	+14,912	117,917	+14%	+$502,162				
DM	2024-10-09 16:13:21	2024-10-08	PPTIN	Presidio Property Trust, Inc.	Heilbron Jack Kendrick	CEO	P - Purchase	$14.43	+1,100	1,005,731	0%	+$15,878				
M	2024-10-09 16:12:58	2022-03-30	GS	Goldman Sachs Group Inc	Flaherty Mark A.	Dir	P - Purchase	$358.75	+82	1,097	+8%	+$29,545				
D	2024-10-09 15:44:51	2024-09-26	PPTIN	Presidio Property Trust, Inc.	Heilbron Jack Kendrick	CEO	P - Purchase	$0.65	+400	1,004,631	0%	+$260				
A	2024-10-09 13:18:30	2024-09-06	CDIO	Cardio Diagnostics Holdings, Inc.	Dogan Timur	CTO	P - Purchase	$0.29	+68,965	197,310	+54%	+$20,000				
	2024-10-09 12:53:12	2024-10-08	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$972.71	+12	1,138,121	0%	+$11,673				
	2024-10-09 12:22:55	2024-09-19	DRTTF	Dirtt Environmental Solutions Ltd	Noll Shaun	Dir, 10%	P - Purchase	$0.51	+156,250	53,458,143	0%	+$79,688				
A	2024-10-09 09:58:52	2024-10-08	THAR	Tharimmune, Inc.	Appajosyula Sireesh	COO	P - Purchase	$1.93	+5,000	8,372	+148%	+$9,650				
	2024-10-09 09:15:03	2024-10-08	ASMB	Assembly Biosciences, Inc.	Schornstein Alexander	10%	P - Purchase	$14.58	+10,000	703,113	+1%	+$145,800				
M	2024-10-09 08:00:20	2024-10-07	USEG	Us Energy Corp	Smith Ryan Lewis	CEO	P - Purchase	$1.35	+1,000	881,614	0%	+$1,345				
	2024-10-09 07:46:52	2024-10-08	WINT	Windtree Therapeutics Inc /de/	Fraser Craig	Pres, CEO	P - Purchase	$0.91	+5,431	8,639	+169%	+$4,942				
	2024-10-08 19:00:21	2024-10-03	FVR	Frontview Reit, Inc.	Alyeska Investment Group, L.P.	10%	P - Purchase	$19.11	+810,810	2,934,024	+38%	+$15,494,579				
DEM	2024-10-08 18:51:09	2024-08-13	OPGN	Opgen Inc	Aei Capital Ltd	10%	P - Purchase	$0.98	+5,245,603	7,645,603	+219%	+$5,153,211				
M	2024-10-08 18:34:32	2024-10-04	ETON	Eton Pharmaceuticals, Inc.	Opaleye Management Inc.	10%	P - Purchase	$6.99	+62,070	2,812,070	+2%	+$434,137				
	2024-10-08 18:27:36	2024-10-08	ANGO	Angiodynamics Inc	Trowbridge Stephen A	EVP, CFO	P - Purchase	$5.86	+1,700	172,711	+1%	+$9,962				
	2024-10-08 17:59:35	2024-10-07	MWA	Mueller Water Products, Inc.	Healy Brian C.	Dir	P - Purchase	$21.99	+1,125	5,025	+29%	+$24,739				
M	2024-10-08 17:38:41	2024-10-04	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.43	+12,233	8,936,676	0%	+$78,619				
	2024-10-08 16:32:02	2024-10-07	ANGO	Angiodynamics Inc	Clemmer James C	Pres, CEO	P - Purchase	$6.03	+20,000	681,582	+3%	+$120,600				
	2024-10-08 16:28:15	2024-10-07	LGCY	Legacy Education Inc.	Derose Robert	10%	P - Purchase	$5.08	+5,000	1,183,344	0%	+$25,400				
	2024-10-08 16:10:16	2024-10-08	THAR	Tharimmune, Inc.	Appajosyula Sireesh	COO	P - Purchase	$1.93	+5,000	55,557	+10%	+$9,650				
	2024-10-08 11:19:28	2024-10-07	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$983.99	+12	1,138,109	0%	+$11,808				
A	2024-10-08 10:42:31	2024-09-06	CDIO	Cardio Diagnostics Holdings, Inc.	Dogan Meeshanthini	CEO	P - Purchase	$0.29	+68,965	1,655,429	+4%	+$20,000				
	2024-10-08 06:05:12	2024-10-07	STTK	Shattuck Labs, Inc.	Schreiber Taylor	CEO	P - Purchase	$1.21	+36,500	2,681,752	+1%	+$44,220				
	2024-10-07 20:45:10	2024-10-03	LFCR	Lifecore Biomedical, Inc. De	Wynnefield Partners Small Cap Value LP I	10%	P - Purchase	$4.10	+292,683	4,703,216	+7%	+$1,200,000				
AEM	2024-10-07 17:16:43	2024-10-03	GIFT	Rde, Inc.	Handy Steve	CFO	P - Purchase	$1.91	+8,821	225,620	+4%	+$16,891				
AE	2024-10-07 17:15:11	2024-10-01	GIFT	Rde, Inc.	Handy Steve	CFO	P - Purchase	$1.99	+16,799	216,799	+8%	+$33,442				
	2024-10-07 17:07:32	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Nunez Yonesy F.	Dir	P - Purchase	$22.00	+1,807	1,807	New	+$39,754				
D	2024-10-07 17:05:07	2024-10-03	AHH	Armada Hoffler Properties, Inc.	Kirk A Russell	Dir	P - Purchase	$10.82	+899	160,781	+1%	+$9,728				
	2024-10-07 17:00:35	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Fitzgerald Thomas G. Jr.	Dir, 10%	P - Purchase	$22.00	+2,504	2,504	New	+$55,088				
	2024-10-07 16:59:06	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Fitzgerald Andrew J.	Dir, 10%	P - Purchase	$22.00	+2,504	2,504	New	+$55,088				
	2024-10-07 16:56:42	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Thompson-Byas Benita	Dir	P - Purchase	$22.00	+188	188	New	+$4,136				
	2024-10-07 16:54:29	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Korsmo Michelle L.	Dir	P - Purchase	$22.00	+626	626	New	+$13,772				
	2024-10-07 16:52:01	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Williamson Joanna R.	CFO	P - Purchase	$22.00	+753	753	New	+$16,566				
	2024-10-07 16:49:44	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Brough John J	CEO	P - Purchase	$22.00	+1,252	1,252	New	+$27,544				
	2024-10-07 16:49:42	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Conover Michael J.	Dir	P - Purchase	$22.00	+2,250	2,250	New	+$49,500				
	2024-10-07 16:49:27	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Pollock James R.	Corporate Development Officer	P - Purchase	$22.00	+3,131	3,131	New	+$68,882				
	2024-10-07 16:45:52	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Miller Rachel G.	Counsel, Corporate Secretary	P - Purchase	$22.00	+407	407	New	+$8,954				
	2024-10-07 16:45:24	2024-10-03	CBNA	Chain Bridge Bancorp Inc	Martinelli Mark	Dir	P - Purchase	$22.00	+2,000	2,000	New	+$44,000				
D	2024-10-07 15:01:30	2024-10-03	AHH	Armada Hoffler Properties, Inc.	Wimbush Frederick Blair	Dir	P - Purchase	$10.77	+90	17,702	+1%	+$972				
	2024-10-07 14:22:38	2024-10-03	AUGG	Augusta Gold Corp.	Augusta Investments Inc.	10%	P - Purchase	$0.62	+500	25,453,388	0%	+$310				
A	2024-10-07 11:29:46	2024-09-06	NUTX	Cardio Diagnostics Holdings, Inc.	Dogan Meeshanthini	CEO	P - Purchase	$0.29	+68,965	1,655,429	+4%	+$20,000				
	2024-10-07 10:10:02	2024-10-04	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$978.67	+12	1,138,097	0%	+$11,744				
	2024-10-07 08:30:03	2024-10-03	SOC	Sable Offshore Corp.	Flores James C	COB, CEO, 10%	P - Purchase	$0.00	+600,000	11,188,750	+6%	+$0				
M	2024-10-07 08:00:30	2024-10-03	USEG	Us Energy Corp	Smith Ryan Lewis	CEO	P - Purchase	$1.41	+1,000	880,614	0%	+$1,410				
M	2024-10-04 21:58:49	2024-09-26	LGCY	Legacy Education Inc.	Derose Robert	10%	P - Purchase	$4.17	+27,000	99,370	+37%	+$112,580				
M	2024-10-04 20:07:27	2024-10-02	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 3,11,17,18,19, 10%	P - Purchase	$61.71	+18,383	739,642	+3%	+$1,134,323				
	2024-10-04 20:07:14	2024-10-03	MTN	Vail Resorts Inc	Korch Angela A	EVP, CFO	P - Purchase	$173.10	+165	2,187	+8%	+$28,561				
	2024-10-04 19:40:56	2024-10-02	OCX	Oncocyte Corp	James Andrea S.	CFO	P - Purchase	$2.97	+33,670	33,670	New	+$100,000				
	2024-10-04 19:03:39	2024-10-04	AXR	Amrep Corp.	Dahl James H	10%	P - Purchase	$29.95	+1,800	931,595	0%	+$53,906				
D	2024-10-04 19:00:42	2024-10-02	OCX	Oncocyte Corp	Broadwood Partners, L.P.	10%	P - Purchase	$2.95	+1,315,339	12,488,967	+12%	+$3,877,619				
	2024-10-04 18:50:26	2024-10-02	SRFM	Surf Air Mobility Inc.	Palantir Technologies Inc.	10%	P - Purchase	$1.25	+1,270,869	2,730,166	+87%	+$1,585,917				
M	2024-10-04 18:34:12	2024-10-02	RFIL	R F Industries Ltd	Holdsworth Mark Keith	Dir	P - Purchase	$4.02	+17,715	855,250	+2%	+$71,206				
DM	2024-10-04 17:58:13	2024-10-02	RNAC	Cartesian Therapeutics, Inc.	Springer Timothy A	Dir, 10%	P - Purchase	$20.87	+205,721	8,884,259	+2%	+$4,293,545				
	2024-10-04 17:40:57	2024-10-03	ARR	Armour Residential Reit, Inc.	Staton Daniel C	COB	P - Purchase	$19.86	+10,000	24,040	+71%	+$198,570				
EM	2024-10-04 17:23:23	2024-10-03	GIFT	Rde, Inc.	Handy Steve	CFO	P - Purchase	$1.91	+8,821	225,620	+4%	+$16,891				
	2024-10-04 16:26:27	2024-10-04	BUKS	Butler National Corp	Daly Joseph Patrick	Dir, 10%	P - Purchase	$1.34	+8,866	8,150,250	0%	+$11,870				
M	2024-10-04 16:12:50	2024-10-02	TBRG	Trubridge, Inc.	Pinetree Capital Ltd.	10%	P - Purchase	$11.93	+19,455	2,847,997	+1%	+$232,089				
	2024-10-04 16:01:17	2024-09-27	SNRG	Susglobal Energy Corp.	Hazout Marc	Exec. COB, Pres, CEO, 10%	P - Purchase	$0.02	+6,000,000	30,725,742	+24%	+$120,000				
	2024-10-04 13:54:57	2024-10-03	TREX	Trex Co Inc	Rudolph Jacob T.	SVP, CHRO	P - Purchase	$56.59	+43	25,833	0%	+$2,433				
	2024-10-04 10:48:44	2024-10-03	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$935.08	+12	1,138,085	0%	+$11,221				
	2024-10-04 09:09:47	2024-10-02	AHH	Armada Hoffler Properties, Inc.	Gartman Dennis H.	Dir	P - Purchase	$10.85	+4,500	27,149	+20%	+$48,804				
	2024-10-03 19:35:41	2024-10-01	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	$33.75	+10,265	10,179,538	0%	+$346,444				
M	2024-10-03 19:19:49	2024-10-01	BIOA	Bioage Labs, Inc.	Pande Vijay Satyanand	Dir	P - Purchase	$19.75	+219,195	3,233,170	+7%	+$4,329,019				
M	2024-10-03 19:00:22	2024-10-01	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	$6.75	+59,928	2,762,521	+2%	+$404,437				
	2024-10-03 18:13:06	2024-10-01	NFE	New Fortress Energy Inc.	Edens Wesley R	CEO, 10%	P - Purchase	$8.63	+5,793,742	53,334,666	+12%	+$49,999,993				
M	2024-10-03 18:10:58	2024-10-01	VANI	Vivani Medical, Inc.	Dwyer Donald	Chief Business Officer	P - Purchase	$1.13	+2,500	50,000	+5%	+$2,835				
	2024-10-03 17:10:20	2024-10-01	NA	Cardinal Ethanol LLC	Chronister Thomas C	Dir	P - Purchase	$17,400.00	+4	104	+4%	+$69,600				
M	2024-10-03 16:42:13	2024-10-01	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.46	+19,100	8,924,443	0%	+$123,443				
	2024-10-03 16:28:21	2024-10-02	HL	Hecla Mining Co/de/	Aguiar Rodriguez Carlos Roberto	VP-Operations	P - Purchase	$6.76	+5	202,728	0%	+$34				
M	2024-10-03 16:14:01	2024-01-15	CLSH	Cls Holdings Usa, Inc.	Koretsky Frank	10%	P - Purchase	$0.04	+67,658,356	80,027,062	+547%	+$2,560,000				
	2024-10-03 16:07:05	2024-10-02	SPWH	Sportsman'S Warehouse Holdings, Inc.	White Jeffrey Justin	CFO, SECRETARY	P - Purchase	$2.30	+10,000	116,326	+9%	+$23,000				
	2024-10-03 16:06:02	2024-10-02	SPWH	Sportsman'S Warehouse Holdings, Inc.	Stone Paul	Pres, CEO	P - Purchase	$2.35	+31,895	936,052	+4%	+$74,988				
	2024-10-03 15:27:06	2024-10-01	CYAN	Cyanotech Corp	Davis Michael A /	Dir, 10%	P - Purchase	$0.76	+5,000	1,788,756	0%	+$3,800				
	2024-10-03 14:35:24	2024-10-02	BUKS	Butler National Corp	Loh Michael Anthony	Dir	P - Purchase	$1.27	+3,000	94,850	+3%	+$3,810				
E	2024-10-03 14:30:32	2024-10-01	GIFT	Rde, Inc.	Handy Steve	CFO	P - Purchase	$1.99	+16,799	216,799	+8%	+$33,442				
	2024-10-03 14:00:07	2024-10-02	SRCO	Sparta Commercial Services, Inc.	Bean Jeffrey Buchanan	Dir	P - Purchase	$0.38	+5,000	1,188,233	0%	+$1,899				
	2024-10-03 12:27:09	2024-10-02	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$926.05	+12	1,138,073	0%	+$11,113				
	2024-10-03 12:02:45	2024-10-01	ISBA	Isabella Bank Corp	Schwind Jerome E	Pres, CEO	P - Purchase	$20.15	+20	28,248	0%	+$400				
	2024-10-03 12:02:35	2024-10-01	ISBA	Isabella Bank Corp	Wheeler Peggy	Chief Operations Officer	P - Purchase	$20.15	+25	8,670	0%	+$500				
	2024-10-03 12:02:25	2024-10-01	ISBA	Isabella Bank Corp	Catlin Jon D	Chief Credit Officer	P - Purchase	$20.15	+25	997	+3%	+$500				
	2024-10-03 12:02:14	2024-10-01	ISBA	Isabella Bank Corp	Schaefer William M	CFO	P - Purchase	$20.15	+496	5,472	+10%	+$10,000				
	2024-10-03 09:51:18	2024-09-27	QNBC	Qnb Corp	Mann Jennifer L	Dir	P - Purchase	$29.48	+271	8,241	+3%	+$8,000				
	2024-10-03 09:45:37	2024-09-27	QNBC	Qnb Corp	Bimes Randy S.	Dir	P - Purchase	$29.48	+339	246,318	0%	+$10,000				
	2024-10-03 09:26:23	2024-10-01	RMCO	Royalty Management Holding Corp	Sauve Thomas M.	CEO	P - Purchase	$0.96	+7,500	1,182,208	+1%	+$7,229				
M	2024-10-03 08:01:51	2024-10-01	USEG	Us Energy Corp	Smith Ryan Lewis	CEO	P - Purchase	$1.29	+1,000	879,614	0%	+$1,285				
	2024-10-03 07:01:22	2024-10-02	BHVN	Biohaven Ltd.	Childs John W	Dir	P - Purchase	$47.50	+21,052	6,481,696	0%	+$999,970				
	2024-10-03 07:00:38	2024-10-02	BHVN	Biohaven Ltd.	Coric Vlad	CEO	P - Purchase	$47.50	+21,052	3,167,879	+1%	+$999,970				
	2024-10-03 06:03:45	2024-10-02	GNL	Global Net Lease, Inc.	Schorsch Nicholas S	10%	P - Purchase	$8.40	+100,000	29,288,012	0%	+$840,000				
	2024-10-02 16:53:16	2024-10-01	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	$29.98	+643,788	3,606,311	+22%	+$19,300,400				
	2024-10-02 16:50:28	2024-10-01	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	$29.89	+530,918	2,962,523	+22%	+$15,866,908				
	2024-10-02 16:47:18	2024-10-01	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	$29.49	+127,195	2,431,605	+6%	+$3,750,908				
	2024-10-02 16:43:51	2024-10-01	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	$29.15	+165,553	2,304,410	+8%	+$4,826,003				
M	2024-10-02 16:37:51	2024-09-30	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	$29.39	+241,744	2,138,857	+13%	+$7,105,877				
	2024-10-02 16:30:26	2024-09-30	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	$29.65	+705,904	1,897,113	+59%	+$20,928,724				
D	2024-10-02 16:30:20	2024-09-23	GTHP	Guided Therapeutics Inc	Imhoff John E	Dir, 10%	P - Purchase	$0.00	+1,666,667	7,075,898	+31%	+$0				
	2024-10-02 16:28:24	2024-10-01	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$884.99	+12	1,138,061	0%	+$10,620				
D	2024-10-02 16:28:08	2024-10-01	RGCO	Rgc Resources Inc	Oliver Lawrence T.	VP, Secretary	P - Purchase	$21.29	+9	17,803	0%	+$200				
D	2024-10-02 16:27:21	2024-10-01	RGCO	Rgc Resources Inc	Miles Christen Brooke	VP, HR	P - Purchase	$21.29	+5	3,842	0%	+$100				
	2024-10-02 16:25:52	2024-09-30	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	$29.47	+1,184,898	1,191,209	>999%	+$34,919,943				
	2024-10-02 16:21:21	2024-09-30	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$30.85	+55,000	23,462,398	0%	+$1,696,624				
	2024-10-02 16:16:43	2024-09-30	LUV	Southwest Airlines Co	Kelly Gary C	Exec COB	P - Purchase	$29.52	+33,921	993,830	+4%	+$1,001,348				
	2024-10-02 16:15:17	2024-10-01	ANNX	Annexon, Inc.	Carson William H.	Dir	P - Purchase	$5.97	+3,200	22,400	+17%	+$19,104				
D	2024-10-02 16:12:01	2024-09-30	AIG	American International Group, Inc.	Inglis John C	Dir	P - Purchase	$72.76	+7	673	+1%	+$520				
M	2024-10-02 16:07:53	2024-10-01	BUKS	Butler National Corp	Daly Joseph Patrick	Dir, 10%	P - Purchase	$1.29	+15,384	8,141,384	0%	+$19,822				
AM	2024-10-02 16:01:13	2024-09-27	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 2,5,18,19,20, 10%	P - Purchase	$61.49	+13,435	735,042	+2%	+$826,087				
	2024-10-02 15:09:33	2024-09-30	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$890.18	+12	1,138,049	0%	+$10,682				
